Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
26-06-2015,14 - 15,19.11,18.93,18.93,18.93,33.12,60.07,33.93,33.93,14.57,14.57,14.57,18.93,18.93,13.2,60.07,60.07,60.07,
26-06-2015,15 - 16,17.47,18.68,18.68,18.68,34.17,57.9,34.17,34.17,13.99,13.99,13.99,18.68,18.68,13.08,57.9,57.93,57.93,
26-06-2015,16 - 17,17.18,19.74,19.74,19.74,35.72,33.51,34.27,35.72,13.92,13.92,13.92,19.74,19.74,13,33.51,50.06,50.06,
26-06-2015,17 - 18,16.62,17.36,17.36,17.36,38.61,33.55,38.61,38.61,14.28,14.28,14.28,17.36,17.36,12.96,33.55,50.04,50.04,
26-06-2015,18 - 19,17.29,17.28,17.28,17.28,40.27,33.56,41.26,41.26,13.69,13.69,13.69,17.28,17.28,12.95,33.56,50.02,50.02,
26-06-2015,19 - 20,16.65,17.19,17.19,17.19,40.04,33.53,41.03,41.03,13.58,13.58,13.58,17.19,17.19,12.94,33.53,55.1,55.1,
26-06-2015,20 - 21,16.7,17.11,17.11,17.11,36.38,25.01,36.95,36.95,14.71,14.71,14.71,17.11,17.11,13.04,25.01,50.02,50.02,
26-06-2015,21 - 22,14.89,16.68,16.68,16.68,31.82,23.48,31.82,31.82,14.59,14.59,14.59,16.68,16.68,12.99,23.48,50.01,50.01,
26-06-2015,22 - 23,14,16.19,16.19,16.19,16.19,16.19,30.24,30.24,13.99,13.99,13.99,16.19,16.19,12.77,16.19,50.03,50.03,
26-06-2015,23 - 00,12.87,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.73,12.99,29.02,29.02,
27-06-2015,00 - 01,16.09,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,
27-06-2015,01 - 02,14.94,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,
27-06-2015,02 - 03,14.17,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,
27-06-2015,03 - 04,13.72,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,
27-06-2015,04 - 05,13.16,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,
27-06-2015,05 - 06,13.44,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,
27-06-2015,06 - 07,12.28,12.34,12.34,12.34,24.53,12.34,25.13,25.13,12.34,12.34,12.34,12.34,12.34,12.34,12.34,50,50,
27-06-2015,07 - 08,13.43,13.32,13.32,13.32,26.08,13.32,26.08,26.08,13.32,13.32,13.32,13.32,13.32,13.32,33.52,50.05,50.05,
27-06-2015,08 - 09,14.4,13.76,13.76,13.76,33.21,13.76,33.21,33.21,13.76,13.76,13.76,13.76,13.76,13.76,33.56,50.05,50.05,
27-06-2015,09 - 10,16.67,15.35,15.35,15.35,35.48,15.35,35.48,35.48,15.35,15.35,15.35,15.35,15.35,15.35,33.57,50.01,50.01,
27-06-2015,10 - 11,17.27,16.51,16.51,16.51,34.91,16.51,34.91,34.91,16.51,16.51,16.51,16.51,16.51,16.51,33.57,50.01,50.01,
27-06-2015,11 - 12,17.31,16.59,16.59,16.59,34.13,16.59,34.13,34.13,16.59,16.59,16.59,16.59,16.59,16.59,33.56,50.04,50.04,
27-06-2015,12 - 13,16.71,16.31,16.31,16.31,32.34,16.31,32.34,32.34,16.31,16.31,16.31,16.31,16.31,16.31,33.5,50.04,50.04,
27-06-2015,13 - 14,15.93,15.66,15.66,15.66,28.14,15.66,28.14,28.14,15.66,15.66,15.66,15.66,15.66,15.66,15.66,50.03,50.03,
27-06-2015,14 - 15,15.25,14.95,14.95,14.95,26.43,14.95,26.43,26.43,14.95,14.95,14.95,14.95,14.95,14.95,14.95,50.06,50.06,
27-06-2015,15 - 16,15.22,14.93,14.93,14.93,25.05,14.93,25.05,25.05,14.93,14.93,14.93,14.93,14.93,14.93,14.93,50.02,50.02,
27-06-2015,16 - 17,14.92,14.81,14.81,14.81,25.06,14.81,25.06,25.06,14.81,14.81,14.81,14.81,14.81,14.81,14.81,50.01,50.01,
27-06-2015,17 - 18,16.56,16.38,16.38,16.38,27.01,16.38,27.01,27.01,16.38,16.38,16.38,16.38,16.38,16.38,16.38,50.06,50.06,
27-06-2015,18 - 19,17.23,17.16,17.16,17.16,17.16,17.16,29.41,29.41,17.16,17.16,17.16,17.16,17.16,17.16,17.16,50.01,50.01,
27-06-2015,19 - 20,16.99,16.99,16.99,16.99,16.99,16.99,24.2,24.2,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,
27-06-2015,20 - 21,16.22,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,
27-06-2015,21 - 22,15.84,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,15.78,
27-06-2015,22 - 23,15.81,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,15.72,50.03,50.03,
27-06-2015,23 - 00,14.41,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,14.35,26.04,26.04,
28-06-2015,00 - 01,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,16.08,16.08,
28-06-2015,01 - 02,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,16.03,16.03,
28-06-2015,02 - 03,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.12,15.1,15.1,
28-06-2015,03 - 04,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,15.08,15.08,
28-06-2015,04 - 05,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,15.08,15.08,
28-06-2015,05 - 06,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,
28-06-2015,06 - 07,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,12.74,16.08,16.08,
28-06-2015,07 - 08,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,16.03,16.03,
28-06-2015,08 - 09,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,
28-06-2015,09 - 10,15.3,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.22,15.22,15.22,15.56,15.56,15.56,33.52,57.51,57.51,
28-06-2015,10 - 11,15.13,15.04,15.04,15.04,15.04,17.02,15.04,15.04,15.04,15.04,15.04,15.04,15.04,15.04,33.52,57.51,57.51,
28-06-2015,11 - 12,16.16,16.07,16.07,16.07,16.07,17.04,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,33.52,57.52,57.52,
28-06-2015,12 - 13,15.26,15.23,15.23,15.23,15.23,17.01,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,33.51,57.52,57.52,
28-06-2015,13 - 14,15.03,14.94,14.94,14.94,14.94,17.03,14.94,14.94,14.94,14.94,14.94,14.94,14.94,14.94,23.5,57.52,57.52,
28-06-2015,14 - 15,14.37,14.3,14.3,14.3,14.3,17.02,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,23.49,57.51,57.51,
28-06-2015,15 - 16,14.77,14.68,14.68,14.68,14.68,17.05,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,23.5,57.5,57.5,
28-06-2015,16 - 17,15.86,15.55,15.55,15.55,15.55,17.08,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,17.08,57.51,57.51,
28-06-2015,17 - 18,17.06,17.42,17.42,17.42,17.42,17.42,17.42,17.42,15.9,15.9,15.9,17.42,17.42,16.83,17.42,57.52,57.52,
28-06-2015,18 - 19,17.68,18.9,18.9,18.9,18.9,18.9,28.72,28.72,15.95,15.95,15.95,18.9,18.9,16.88,23.4,57.52,57.52,
28-06-2015,19 - 20,18.75,19.42,19.42,19.42,19.42,19.42,32.87,32.87,16.06,16.06,16.06,19.42,19.42,16.9,33.51,57.51,57.51,
28-06-2015,20 - 21,18.32,18.92,18.92,18.92,18.92,18.92,32.84,32.84,16.56,16.56,16.56,18.92,18.92,16.91,23.49,57.51,57.51,
28-06-2015,21 - 22,17.86,18.71,18.71,18.71,18.71,18.71,30.6,30.6,16.59,16.59,16.59,18.71,18.71,16.92,23.45,53.94,53.94,
28-06-2015,22 - 23,17.48,17.91,17.91,17.91,17.91,17.91,24.31,24.31,16.33,16.33,16.33,17.91,17.91,16.98,23.43,52,52,
28-06-2015,23 - 00,15.61,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,15.54,26.03,26.03,
29-06-2015,00 - 01,13.6,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,
29-06-2015,01 - 02,12.76,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,12.94,14.01,14.01,
29-06-2015,02 - 03,11.62,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,11.79,12.05,12.05,
29-06-2015,03 - 04,11.28,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,
29-06-2015,04 - 05,11.28,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,
29-06-2015,05 - 06,13.88,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,52.05,52.05,
29-06-2015,06 - 07,16.66,17.22,17.22,17.22,17.22,25.07,17.22,17.22,15.54,15.54,15.54,17.22,17.22,16.71,25.07,57.54,57.54,
29-06-2015,07 - 08,18.83,19.4,19.4,19.4,36.3,44.99,36.3,36.3,15.81,15.81,15.81,19.4,19.4,16.81,44.99,57.6,57.6,
29-06-2015,08 - 09,21.92,21.48,21.48,21.48,46.48,59.97,47.62,47.62,16.1,16.1,16.1,20.08,20.08,17.91,59.97,59.97,59.97,
29-06-2015,09 - 10,21.86,24.13,24.13,24.13,42.88,60,43.93,43.93,16.19,16.19,16.19,24.13,24.13,16.32,60,60,60,
29-06-2015,10 - 11,22.52,25.28,25.28,25.28,40.56,60.02,41.55,41.55,16.2,16.2,16.2,25.28,25.28,16.31,60.02,60.02,60.02,
29-06-2015,11 - 12,22.13,25.36,25.36,25.36,39.06,57.99,40.02,40.02,16,16,16,25.36,25.36,16.27,57.99,57.99,57.99,
29-06-2015,12 - 13,20.79,23.75,23.75,23.75,33.72,60.01,34.55,34.55,15.94,15.94,15.94,23.75,23.75,16.27,60.01,60.01,60.01,
29-06-2015,13 - 14,20.58,23.25,23.25,23.25,31.84,56.49,32.62,32.62,15.94,15.94,15.94,23.25,23.25,16.27,56.49,60.02,60.02,
29-06-2015,14 - 15,19.54,22.53,22.53,22.53,22.53,33.52,31.69,31.69,15.91,15.91,15.91,22.53,22.53,16.26,33.52,57.99,57.99,
29-06-2015,15 - 16,18.96,22.21,22.21,22.21,22.21,25,32.17,32.17,15.9,15.9,15.9,22.21,22.21,16.07,25,58.05,58.05,
29-06-2015,16 - 17,18.11,20.75,20.75,20.75,20.75,25.02,34.5,34.5,15.84,15.84,15.84,20.75,20.75,16,25.02,57.57,57.57,
29-06-2015,17 - 18,18.42,20.4,20.4,20.4,20.4,23.92,39.46,39.46,15.57,15.57,15.57,20.4,20.4,15.77,23.92,57.56,57.56,
29-06-2015,18 - 19,17.97,20.12,20.12,20.12,20.12,23.92,39.13,39.13,15.17,15.17,15.17,20.12,20.12,15.79,23.92,57.55,57.55,
29-06-2015,19 - 20,17.21,19.44,19.44,19.44,19.44,23.49,32.03,32.03,14.98,14.98,14.98,19.44,19.44,15.75,23.49,57.93,57.93,
29-06-2015,20 - 21,16.62,18.45,18.45,18.45,18.45,18.45,29.86,29.86,14.87,14.87,14.87,18.45,18.45,15.9,18.45,57.54,57.54,
29-06-2015,21 - 22,15.95,17.61,17.61,17.61,17.61,17.61,23.58,23.58,14.55,14.55,14.55,17.61,17.61,15.79,17.61,57.53,57.53,
29-06-2015,22 - 23,15.08,17.04,17.04,17.04,17.04,17.04,17.04,17.04,14.49,14.49,14.49,17.04,17.04,15.65,17.04,55.05,55.05,
29-06-2015,23 - 00,14,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,29.26,29.26,
30-06-2015,00 - 01,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,56.96,56.96,
30-06-2015,01 - 02,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,14.09,14.09,
30-06-2015,02 - 03,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,14.04,14.04,
30-06-2015,03 - 04,11.39,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,11.38,14,14,
30-06-2015,04 - 05,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,13.04,13.04,
30-06-2015,05 - 06,13.64,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,13.63,52.93,52.93,
30-06-2015,06 - 07,16.04,15.58,15.58,15.58,15.58,25.2,36.07,36.07,15.58,15.58,15.58,15.58,15.58,15.39,25.2,60.79,60.79,
30-06-2015,07 - 08,18.78,17.74,17.74,17.74,39.8,60.78,42.55,42.55,17.74,17.74,17.74,17.74,17.74,15.99,60.78,60.78,60.78,
30-06-2015,08 - 09,20.3,18.67,18.67,18.67,41.59,65.06,42.61,42.61,18.08,18.08,18.08,18.67,18.67,16.39,65.06,65.06,65.06,
30-06-2015,09 - 10,20.17,18.97,18.97,18.97,37.02,65.03,37.93,37.93,18.76,18.76,18.76,18.97,18.97,16.41,65.03,65.03,65.03,
30-06-2015,10 - 11,19.32,19.06,19.06,19.06,19.06,63.02,36.07,36.07,17.87,17.87,17.87,19.06,19.06,16.38,63.02,63.02,63.02,
30-06-2015,11 - 12,19,18.96,18.96,18.96,18.96,60.79,35.72,35.72,16.84,16.84,16.84,18.96,18.96,16.37,60.79,60.79,60.79,
30-06-2015,12 - 13,19.38,18.77,18.77,18.77,18.77,65.02,32.91,32.91,16.73,16.73,16.73,18.77,18.77,16.33,65.02,65.02,65.02,
30-06-2015,13 - 14,19.71,19.97,19.97,19.97,19.97,60.79,31.88,31.88,16.54,16.54,16.54,19.97,19.97,16.3,60.79,60.79,60.79,
30-06-2015,14 - 15,18.88,19.68,19.68,19.68,19.68,53.08,31.23,31.23,16.43,16.43,16.43,19.68,19.68,16.29,53.08,60.8,60.8,
30-06-2015,15 - 16,17.43,18.95,18.95,18.95,18.95,60.8,31.97,31.97,15.76,15.76,15.76,18.95,18.95,16.27,60.8,60.8,60.8,
30-06-2015,16 - 17,17.34,17.52,17.52,17.52,17.52,48.5,33.92,33.92,15.76,15.76,15.76,17.52,17.52,16.19,48.5,60.72,60.72,
30-06-2015,17 - 18,17.62,17.9,17.9,17.9,17.9,33.5,40.02,40.02,15.64,15.64,15.64,17.9,17.9,16.1,33.5,60.74,60.74,
30-06-2015,18 - 19,17.95,18.42,18.42,18.42,18.42,25.1,43.9,43.9,15.62,15.62,15.62,18.42,18.42,16.06,25.1,60.72,60.72,
30-06-2015,19 - 20,17.78,18.28,18.28,18.28,18.28,25.49,46.79,46.79,15.55,15.55,15.55,18.28,18.28,16.03,25.49,60.77,60.77,
30-06-2015,20 - 21,17.02,17.83,17.83,17.83,17.83,17.83,44.54,44.54,15.49,15.49,15.49,17.83,17.83,15.78,23.4,60.71,60.71,
30-06-2015,21 - 22,16.43,17.31,17.31,17.31,17.31,17.31,41.16,41.16,15.61,15.61,15.61,17.31,17.31,15.84,17.31,60.73,60.73,
30-06-2015,22 - 23,15.68,16.31,16.31,16.31,16.31,16.31,36.93,36.93,15.47,15.47,15.47,16.31,16.31,15.71,16.31,53,53,
30-06-2015,23 - 00,14.83,14.83,14.83,14.83,14.83,14.83,30.46,30.46,14.83,14.83,14.83,14.83,14.83,14.83,14.83,29.27,29.27,
01-07-2015,00 - 01,13.34,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,13.43,15.08,15.08,
01-07-2015,01 - 02,12.71,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,12.85,14.04,14.04,
01-07-2015,02 - 03,12.15,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,12.29,
01-07-2015,03 - 04,11.76,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,12.08,12.08,
01-07-2015,04 - 05,11.84,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.08,12.08,
01-07-2015,05 - 06,13.14,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,13.27,26.08,26.08,
01-07-2015,06 - 07,15.18,17.47,17.47,17.47,17.47,25.97,29.17,29.17,13.96,13.96,13.96,17.47,17.47,15.15,25.97,56.57,56.57,
01-07-2015,07 - 08,18.33,18.7,18.7,18.7,39.78,34.19,39.78,39.78,14.35,14.35,14.35,18.7,18.7,15.35,34.19,60.02,60.02,
01-07-2015,08 - 09,19.96,19.8,19.8,19.8,40.54,59,41.54,41.54,14.74,14.74,14.74,19.8,19.8,18.21,59,60.07,60.07,
01-07-2015,09 - 10,20.18,20.04,20.04,20.04,36.02,60.08,36.9,36.9,14.79,14.79,14.79,20.04,20.04,18.52,60.08,60.08,60.08,
01-07-2015,10 - 11,21.5,20.92,20.92,20.92,33.4,60.04,34.22,34.22,14.97,14.97,14.97,20.92,20.92,19.22,60.04,60.04,60.04,
01-07-2015,11 - 12,20,20.78,20.78,20.78,31.22,60.05,31.99,31.99,15,15,15,20.78,20.78,19,60.05,60.05,60.05,
01-07-2015,12 - 13,19.25,20.06,20.06,20.06,29.32,60.09,30.04,30.04,15.16,15.16,15.16,20.06,20.06,19.86,60.09,60.09,60.09,
01-07-2015,13 - 14,18.87,19.96,19.96,19.96,19.96,59.85,28.77,28.77,14.99,14.99,14.99,19.96,19.96,19.87,59.85,60.08,60.08,
01-07-2015,14 - 15,18.52,19.03,19.03,19.03,19.03,34.19,29.43,29.43,15.04,15.04,15.04,19.03,19.03,19.03,34.19,60.08,60.08,
01-07-2015,15 - 16,17.78,18.74,18.74,18.74,18.74,34.12,29.99,29.99,14.42,14.42,14.42,18.74,18.74,16.59,34.12,60.04,60.04,
01-07-2015,16 - 17,16.69,18.04,18.04,18.04,18.04,33.55,29.83,29.83,14.38,14.38,14.38,18.04,18.04,16.01,33.55,56.58,56.58,
01-07-2015,17 - 18,16.04,17.92,17.92,17.92,17.92,25.62,32.36,32.36,14.25,14.25,14.25,17.92,17.92,15.6,25.62,56.57,56.57,
01-07-2015,18 - 19,15.84,17.89,17.89,17.89,17.89,29.94,19.94,19.94,14.12,14.12,14.12,17.89,17.89,15.57,29.94,56.56,56.56,
01-07-2015,19 - 20,15.24,17.43,17.43,17.43,17.43,26,17.43,17.43,14.04,14.04,14.04,17.43,17.43,15.59,26,56.6,56.6,
01-07-2015,20 - 21,14.47,15.17,15.17,15.17,15.17,15.17,15.17,15.17,13.95,13.95,13.95,15.17,15.17,15.17,15.17,56.54,56.54,
01-07-2015,21 - 22,14.05,14.21,14.21,14.21,14.21,14.21,14.21,14.21,13.92,13.92,13.92,14.21,14.21,14.21,14.21,56.53,56.53,
01-07-2015,22 - 23,13.38,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,56.5,56.5,
01-07-2015,23 - 00,12.35,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,29.22,29.22,
02-07-2015,00 - 01,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,14.07,14.07,
02-07-2015,01 - 02,09.03,9,9,9,9,9,9,9,9,9,9,9,9,09.08,9,14.03,14.03,
02-07-2015,02 - 03,7.77,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.56,7.56,09.04,7.31,12.09,12.09,
02-07-2015,03 - 04,6.94,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.73,6.73,09.02,6.62,12.08,12.08,
02-07-2015,04 - 05,6.8,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.49,6.61,6.61,8.95,6.49,12.1,12.1,
02-07-2015,05 - 06,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,26.09,26.09,
02-07-2015,06 - 07,12.47,12.25,12.25,12.25,12.25,25.08,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,25.08,59.82,59.82,
02-07-2015,07 - 08,13.76,13.44,13.44,13.44,13.44,45.52,13.44,13.44,13.44,13.44,13.44,13.44,13.44,13.44,45.52,59.85,59.85,
02-07-2015,08 - 09,14.53,14.02,14.02,14.02,14.02,59.88,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,59.88,59.88,59.88,
02-07-2015,09 - 10,14.6,14.09,14.09,14.09,14.09,65,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,65,65,65,
02-07-2015,10 - 11,14.59,14.12,14.12,14.12,14.12,46.2,14.12,14.12,14.12,14.12,14.12,14.12,14.12,14.12,46.2,59.89,59.89,
02-07-2015,11 - 12,14.37,13.83,13.83,13.83,13.83,63.09,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,63.09,63.09,63.09,
02-07-2015,12 - 13,13.8,13.42,13.42,13.42,13.42,59.89,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,59.89,59.89,59.89,
02-07-2015,13 - 14,13.49,13.07,13.07,13.07,13.07,53.28,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,53.28,59.88,59.88,
02-07-2015,14 - 15,13.32,12.92,12.92,12.92,12.92,41.82,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,41.82,60.05,60.05,
02-07-2015,15 - 16,12.6,12.11,12.11,12.11,12.11,34.19,12.11,12.11,12.11,12.11,12.11,12.11,12.11,12.11,34.19,59.87,59.87,
02-07-2015,16 - 17,12.09,11.69,11.69,11.69,11.69,34.15,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,34.15,59.83,59.83,
02-07-2015,17 - 18,12.37,12.08,12.08,12.08,12.08,33.55,12.08,12.08,12.08,12.08,12.08,12.08,12.08,12.08,33.55,59.82,59.82,
02-07-2015,18 - 19,12.83,12.58,12.58,12.58,12.58,33.5,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,33.5,59.82,59.82,
02-07-2015,19 - 20,12.89,12.65,12.65,12.65,12.65,25.09,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.65,25.09,59.86,59.86,
02-07-2015,20 - 21,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,59.81,59.81,
02-07-2015,21 - 22,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,57,57,
02-07-2015,22 - 23,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,55.04,55.04,
02-07-2015,23 - 00,8.78,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.89,8.89,8.89,8.73,29.23,29.23,
03-07-2015,00 - 01,4.95,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,7.51,4.86,14.07,14.07,
03-07-2015,01 - 02,4.79,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,7.18,4.72,13.1,13.1,
03-07-2015,02 - 03,4.41,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,4.33,5.64,4.33,12.08,12.08,
03-07-2015,03 - 04,4.27,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,5.59,4.19,12.06,12.06,
03-07-2015,04 - 05,4.34,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.27,5.12,4.27,12.07,12.07,
03-07-2015,05 - 06,5.1,05.07,05.07,05.07,05.07,05.07,05.07,05.07,05.07,05.07,05.07,05.07,05.07,5.12,05.07,37.14,37.14,
03-07-2015,06 - 07,10.14,10.03,10.03,10.03,10.03,14.95,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,14.95,59.91,59.91,
03-07-2015,07 - 08,13.25,13.02,13.02,13.02,13.02,34.14,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,34.14,59.96,59.96,
03-07-2015,08 - 09,14.23,13.7,13.7,13.7,13.7,34.18,41.9,41.9,13.63,13.63,13.63,13.7,13.7,13.7,34.18,59.99,59.99,
03-07-2015,09 - 10,14.72,13.99,13.99,13.99,13.99,36.1,41.28,41.28,13.73,13.73,13.73,13.99,13.99,13.99,36.1,59.99,59.99,
03-07-2015,10 - 11,15.06,14.44,14.44,14.44,14.44,36.17,41.32,41.32,13.84,13.84,13.84,14.44,14.44,14.44,36.17,59.99,59.99,
03-07-2015,11 - 12,14.92,14.36,14.36,14.36,14.36,34.2,41.29,41.29,13.73,13.73,13.73,14.36,14.36,14.36,34.2,59.98,59.98,
03-07-2015,12 - 13,14.47,13.72,13.72,13.72,13.72,34.13,35.22,35.22,13.71,13.71,13.71,13.72,13.72,13.72,34.13,65.01,65.01,
03-07-2015,13 - 14,13.85,13.48,13.48,13.48,13.48,25.1,33.95,33.95,13.48,13.48,13.48,13.48,13.48,13.48,25.1,59.98,59.98,
03-07-2015,14 - 15,13.82,13.34,13.34,13.34,13.34,25.05,35.34,35.34,13.34,13.34,13.34,13.34,13.34,13.34,25.05,59.99,59.99,
03-07-2015,15 - 16,13.58,13.07,13.07,13.07,13.07,20.89,35.24,35.24,13.07,13.07,13.07,13.07,13.07,13.07,20.89,59.98,59.98,
